RSU,MSE
RSU_0,1.0980551905346496e-05
RSU_1,8.235757972155174e-06
RSU_10,1.7109618735622936e-05
RSU_11,5.69091314442211e-06
RSU_12,8.48078997398127e-06
RSU_2,5.984065643128006e-06
RSU_3,9.146491626070977e-06
RSU_4,7.331954481109696e-06
RSU_5,4.546851300590169e-06
RSU_6,6.3701227412906556e-06
RSU_7,1.2051113326188235e-05
RSU_8,6.1335091259280175e-06
RSU_9,8.013048690074004e-06
