RSU,MSE
RSU_0,1.1565314555805318e-05
RSU_1,8.579384971605447e-06
RSU_10,1.801270140544995e-05
RSU_11,6.346278271658884e-06
RSU_12,8.877065491316604e-06
RSU_2,6.402447918527926e-06
RSU_3,9.578116743444773e-06
RSU_4,7.933039928107905e-06
RSU_5,5.159444557035081e-06
RSU_6,7.048437835038716e-06
RSU_7,1.286427091793132e-05
RSU_8,6.790986407385274e-06
RSU_9,8.580285805507027e-06
