RSU,MSE
RSU_0,1.1058236149219918e-05
RSU_1,8.156866517835458e-06
RSU_10,1.7487043224000914e-05
RSU_11,5.695353161451561e-06
RSU_12,8.439117749133057e-06
RSU_2,5.801754261081472e-06
RSU_3,9.166421364475997e-06
RSU_4,7.341701770501873e-06
RSU_5,4.50730660794396e-06
RSU_6,6.39068183412967e-06
RSU_7,1.2375996523464505e-05
RSU_8,6.157156875239095e-06
RSU_9,8.000993598272797e-06
