RSU,MSE
RSU_12,1.8813458231322835e-05
RSU_10,3.477907634428191e-05
RSU_11,1.3344810975658719e-05
RSU_8,1.3357910033466728e-05
RSU_9,1.6861033645242987e-05
RSU_2,1.5151278203753101e-05
RSU_3,2.0226439960920284e-05
RSU_1,2.256862591198228e-05
RSU_0,2.604675479303935e-05
RSU_4,1.4763410027916853e-05
RSU_5,1.1068442899860431e-05
RSU_7,2.4554333574648744e-05
RSU_6,1.3509786294287378e-05
