RSU,MSE
RSU_12,2.2787429270475934e-06
RSU_10,4.715739471921734e-06
RSU_11,1.5392718111433389e-06
RSU_8,1.575189578066809e-06
RSU_9,2.1748513648054422e-06
RSU_2,1.5256522390917266e-06
RSU_3,2.5218715659001517e-06
RSU_1,2.374568700489995e-06
RSU_0,3.4759095993549888e-06
RSU_4,2.1991168141272435e-06
RSU_5,1.1663484172055827e-06
RSU_7,3.144229543201388e-06
RSU_6,1.6337687888536866e-06
