RSU,MSE
RSU_12,8.54412793748012e-06
RSU_10,1.7034390989984692e-05
RSU_11,6.395349880980299e-06
RSU_8,7.254513587211822e-06
RSU_9,8.021602605576863e-06
RSU_2,5.9360822043056985e-06
RSU_3,1.0738678059021131e-05
RSU_1,9.590105742285653e-06
RSU_0,1.1754345369939195e-05
RSU_4,7.424724428263171e-06
RSU_5,5.456806793683131e-06
RSU_7,1.2552029491328255e-05
RSU_6,6.467797476629742e-06
