RSU,MSE
RSU_12,5.619965556720059e-06
RSU_10,1.0967995720082936e-05
RSU_11,4.428992081593743e-06
RSU_8,3.857541114193611e-06
RSU_9,5.036884795936385e-06
RSU_2,3.655830897438612e-06
RSU_3,5.752394887710443e-06
RSU_1,6.216842866640008e-06
RSU_0,7.133147426905476e-06
RSU_4,4.579520530296569e-06
RSU_5,2.8793213666418345e-06
RSU_7,7.814579826217164e-06
RSU_6,4.33386908419888e-06
