RSU,MSE
RSU_0,2.7727106296714425e-10
RSU_1,2.7727106296714425e-10
RSU_2,2.7727106296714425e-10
RSU_3,2.7727106296714425e-10
RSU_4,2.7727106296714425e-10
RSU_5,2.7727106296714425e-10
