rsu,time
RSU_12,193.53016500000012
RSU_10,189.5775509999985
RSU_11,189.2613020000008
RSU_8,189.3589979999997
RSU_9,190.4095070000003
RSU_2,190.0777539999999
RSU_3,190.1764519999997
RSU_1,190.75216100000034
RSU_0,192.23232400000052
RSU_4,197.50414399999863
RSU_5,191.80965300000025
RSU_7,193.40714099999968
RSU_6,203.40676499999972
