rsu,time
RSU_12,196.35158500000034
RSU_10,191.0617829999992
RSU_11,191.18930600000022
RSU_8,189.97906000000148
RSU_9,191.3657949999997
RSU_2,190.11108799999965
RSU_3,191.51905199999965
RSU_1,190.0002140000015
RSU_0,189.81098999999995
RSU_4,191.39279299999907
RSU_5,190.31244999999944
RSU_7,189.70041200000014
RSU_6,190.81040399999983
