rsu,time
RSU_12,199.01107699999557
RSU_10,195.26232999999775
RSU_11,192.32163700000092
RSU_8,192.91518899999937
RSU_9,195.13268499999685
RSU_2,197.44385200000397
RSU_3,193.6247560000047
RSU_1,193.63617400000658
RSU_0,201.0717469999945
RSU_4,194.0414860000019
RSU_5,199.82854999999836
RSU_7,197.88044000000082
RSU_6,196.42485499999748
