RSU,MSE
RSU_12,1.1953784965593555e-05
RSU_10,2.3803037080208874e-05
RSU_11,8.258800236421452e-06
RSU_8,8.214194249617855e-06
RSU_9,1.0756814592768412e-05
RSU_2,9.553669483287387e-06
RSU_3,1.7100855309251137e-05
RSU_1,1.2893814202236446e-05
RSU_0,1.7755419474053656e-05
RSU_4,1.180809946660189e-05
RSU_5,6.148577157543172e-06
RSU_7,1.6102755234320997e-05
RSU_6,8.831213432384748e-06
