RSU,MSE
RSU_2,1.9900832830783533e-08
RSU_3,2.258552135733175e-09
RSU_1,4.430528881841164e-07
RSU_0,6.323453566422437e-07
RSU_4,1.8797629961699515e-08
RSU_5,7.883636348055588e-07
