RSU,MSE
RSU_2,3.0643019538825755e-07
RSU_3,5.5593304798892046e-08
RSU_1,8.548652958613538e-09
RSU_0,3.826659207740871e-08
RSU_4,3.1037233549143723e-07
RSU_5,9.510823869066958e-08
