RSU,MSE
RSU_2,7.809755838778182e-08
RSU_3,6.125908454769147e-08
RSU_1,7.954262185306771e-10
RSU_0,1.9515313845442587e-08
RSU_4,2.1283224058770445e-07
RSU_5,2.7186877711323605e-07
