RSU,MSE
RSU_2,1.0883377072630333e-06
RSU_3,1.311036967877044e-08
RSU_1,7.196993263933887e-08
RSU_0,5.0983446099734216e-08
RSU_4,1.5610553638929702e-07
RSU_5,4.592517011881244e-07
