RSU,MSE,ROUND
26,2.807843338814564e-05,4
25,2.8660419047810137e-05,4
30,7.981076123542152e-06,4
27,1.9738630726351403e-05,4
14,2.862681753867946e-07,4
33,5.856273673998658e-06,4
19,2.862681753867946e-07,4
29,7.527706657128874e-06,4
6,2.862681753867946e-07,4
21,6.200073130457895e-06,4
18,6.4851610659388825e-06,4
20,2.862681753867946e-07,4
32,2.862681753867946e-07,4
13,2.862681753867946e-07,4
16,7.426880074490327e-06,4
0,8.756431270739995e-06,4
28,2.862681753867946e-07,4
12,8.98907001101179e-06,4
36,8.268596502603032e-06,4
24,2.9286218705237843e-05,4
8,2.862681753867946e-07,4
34,2.0840210709138773e-05,4
5,3.440141517785378e-05,4
4,6.2289973357110284e-06,4
2,2.862681753867946e-07,4
22,3.619440758484416e-05,4
7,9.47719490795862e-06,4
10,5.555930783884833e-06,4
3,1.4791759895160794e-05,4
15,6.004025635775179e-06,4
9,2.862681753867946e-07,4
23,2.862681753867946e-07,4
17,6.813431809860049e-06,4
31,5.799699465569574e-06,4
32,1.8745225816019229e-07,5
2,1.8745225816019229e-07,5
15,2.8144484531367198e-05,5
35,2.902248343161773e-05,5
39,3.0997616704553366e-05,5
7,3.203420419595204e-05,5
3,2.7466739993542433e-05,5
11,2.8086962629458867e-05,5
9,1.8745225816019229e-07,5
26,3.1672116165282205e-05,5
8,1.8745225816019229e-07,5
28,1.8745225816019229e-07,5
30,3.0247860195231624e-05,5
21,2.9204173188190907e-05,5
16,1.198122845380567e-05,5
27,4.061427534907125e-05,5
24,4.81922943436075e-05,5
34,3.0239179977797903e-05,5
18,2.8845182896475308e-05,5
19,1.8745225816019229e-07,5
0,3.033902612514794e-05,5
5,4.786325371242128e-05,5
20,1.8745225816019229e-07,5
37,4.924742825096473e-05,5
17,2.906677582359407e-05,5
13,1.8745225816019229e-07,5
29,2.969533670693636e-05,5
10,2.7865653464687057e-05,5
14,1.8745225816019229e-07,5
38,1.8745225816019229e-07,5
25,2.894659155572299e-05,5
1,1.1231837561354041e-05,5
33,2.8361533622955903e-05,5
4,2.8278434911044315e-05,5
6,1.8745225816019229e-07,5
12,1.59793344209902e-05,5
31,2.8163114620838314e-05,5
36,3.066127828788012e-05,5
23,1.8745225816019229e-07,5
22,5.4613436077488586e-05,5
