RSU,TIME,ROUND
2,177.788282417,1
5,177.906306078,1
7,178.404971993,1
3,176.103745137,1
0,178.501798063,1
6,179.22188908200002,1
9,162.38445732300002,1
8,177.43071224300002,1
10,178.97356674199997,1
11,170.983243138,1
4,176.30510750099998,1
1,178.885478283,1
12,161.099904619,1
11,179.14229366200001,2
9,179.914557384,2
10,179.27918949699998,2
2,179.286031216,2
3,178.911313878,2
6,171.06527115100002,2
8,178.447597449,2
0,179.23933200300002,2
4,178.88343310800002,2
5,170.74789692900004,2
12,178.599929498,2
7,179.273255617,2
1,180.354497122,2
1,180.24428623799992,3
9,180.15597555999994,3
6,179.491333189,3
11,179.30708977300003,3
3,162.664245295,3
7,179.083017666,3
8,178.66183332300005,3
5,172.17028020999993,3
10,178.8028312,3
12,170.788996348,3
2,179.24901371099998,3
0,179.00161408900004,3
4,178.98635751900002,3
9,181.49419015399997,4
5,178.59713051000006,4
3,179.79000491399995,4
0,180.469297783,4
11,180.48355294700002,4
10,180.14497848299993,4
4,180.23212265900008,4
8,180.09264668900005,4
12,178.67772374800006,4
6,180.82513693099997,4
1,181.750395658,4
7,180.3935459779999,4
2,180.59926987799997,4
7,180.366837658,5
5,178.147489951,5
12,178.10113725400004,5
9,181.09161660900008,5
2,180.277683346,5
0,180.22789844299996,5
3,177.90746348300002,5
6,180.65885106000007,5
1,181.405628901,5
8,179.83584548200008,5
11,180.21775786700005,5
4,172.24644939100006,5
10,172.35618613400004,5
