RSU,MSE
RSU_0,1.0168045498255747e-05
RSU_22,5.036634354924274e-05
RSU_24,4.103861473803638e-05
RSU_25,4.2144763799443975e-05
RSU_26,4.043481150648014e-05
RSU_27,2.6955918817187555e-05
RSU_34,3.0062299833214458e-05
RSU_37,3.875157355485558e-05
RSU_5,4.893748012228747e-05
RSU_7,1.0630701651438292e-05
