RSU,MSE
RSU_0,1.0096958795697635e-05
RSU_22,5.2267516093005306e-05
RSU_24,4.292956702898549e-05
RSU_25,4.3364175913234405e-05
RSU_26,4.159090376131017e-05
RSU_27,2.85751024925637e-05
RSU_34,3.100356997219696e-05
RSU_37,4.07157047400777e-05
RSU_5,5.091061834313167e-05
RSU_7,8.87830231406139e-06
