RSU,MSE
RSU_0,1.610052193123148e-05
RSU_22,5.115500217291613e-05
RSU_24,4.103233854114647e-05
RSU_25,4.05755900671437e-05
RSU_26,3.913734574266923e-05
RSU_27,2.8145540917879355e-05
RSU_34,2.8896305296872976e-05
RSU_37,4.0680385198610324e-05
RSU_5,4.8056582071820724e-05
RSU_7,1.872470860444617e-05
