RSU,MSE
RSU_0,7.659039542954776e-06
RSU_22,5.164679134856567e-05
RSU_24,4.157437936949969e-05
RSU_25,4.296905326059061e-05
RSU_26,4.161200580008845e-05
RSU_27,2.6557461103303736e-05
RSU_34,3.011807820008634e-05
RSU_37,3.8937335879222435e-05
RSU_5,5.0199877099105325e-05
RSU_7,6.8127727241984005e-06
