RSU,MSE
RSU_0,7.7237917449607e-06
RSU_22,5.122358422601986e-05
RSU_24,4.127336807635577e-05
RSU_25,4.2450346644847465e-05
RSU_26,4.110494375371e-05
RSU_27,2.6464683523203555e-05
RSU_34,2.9758575817734198e-05
RSU_37,3.878682563849775e-05
RSU_5,4.960615523239686e-05
RSU_7,6.956736060342693e-06
