RSU,TIME,ROUND
17,200.72084873,1
28,200.398312085,1
6,194.459873893,1
21,199.47634268200002,1
29,198.605732187,1
33,193.944436397,1
25,199.939488858,1
27,200.230817474,1
37,198.95808995000002,1
16,193.82516477599998,1
8,199.124924327,1
1,194.25519681,1
4,197.580548028,1
24,198.232321715,1
5,196.56150404599998,1
34,196.690537664,1
18,191.314659038,1
11,194.116846525,1
12,198.045949225,1
39,197.688630071,1
20,198.51962621799998,1
13,194.074445837,1
36,198.641007349,1
23,195.130640301,1
30,198.038030065,1
35,191.355804151,1
15,194.29497349300001,1
7,197.11449953300001,1
22,198.01629764400002,1
14,194.66248990100001,1
0,200.79086799700002,1
9,190.431562908,1
10,198.230032783,1
31,193.618416949,1
32,200.41695323,1
19,199.385753401,1
3,189.881163243,1
2,198.805647722,1
26,192.561154206,1
38,189.970759964,1
30,196.86406403500004,2
33,191.794662113,2
21,197.806136621,2
29,196.76399008799999,2
10,190.29232742699998,2
34,196.763599823,2
17,198.61111441300002,2
18,191.228947577,2
0,198.044260982,2
11,190.79282952900002,2
24,187.088996406,2
6,197.56799133400003,2
35,194.11779290799998,2
25,191.961957317,2
26,189.280502709,2
7,195.900835395,2
37,171.82403020599997,2
28,198.081580403,2
14,197.42862774099999,2
22,191.08228631600002,2
1,196.95978303399997,2
38,196.58573424600002,2
9,191.653164356,2
23,198.054951002,2
39,197.04337086799998,2
4,190.41001683000002,2
36,197.30686926300004,2
31,197.277557174,2
32,192.14780367800003,2
19,191.04621113999997,2
3,191.10559603399997,2
15,197.70678464999997,2
13,197.827841791,2
27,197.59366232799997,2
20,197.24208467900002,2
8,190.98049801700003,2
2,196.76021436,2
5,197.25671645,2
16,197.41369926299998,2
12,190.794563132,2
27,194.92503107400006,3
9,195.43488863600004,3
28,195.89653929600001,3
12,188.570691124,3
19,189.094807157,3
3,189.708828391,3
6,194.22662200999997,3
25,184.864563088,3
21,190.85991936199997,3
38,189.709929473,3
20,188.67790833799995,3
16,194.29428005300002,3
39,190.40209929099996,3
33,194.97002253799997,3
7,193.77180916499992,3
22,189.92410891000003,3
31,192.29537853600004,3
30,189.54095567199994,3
0,190.29374823800003,3
11,190.05790793200003,3
4,189.58103850700002,3
34,188.31948922199996,3
5,193.09484750099995,3
8,193.048483902,3
17,195.65210032000005,3
29,194.44575081199997,3
37,195.103728176,3
14,195.26869227999998,3
35,190.84717163600004,3
23,196.40196076700005,3
36,194.56500968699999,3
24,192.99545835699996,3
15,195.14829584,3
13,195.53938043100004,3
18,194.76830676699996,3
10,193.54261812000004,3
2,192.66382773100003,3
32,196.01853705500002,3
1,189.78390568299994,3
26,182.293371321,3
27,198.59676649200003,4
17,188.21989126799997,4
15,197.703940805,4
10,188.61435909099998,4
20,198.374633108,4
28,199.35844738700007,4
31,188.906213115,4
30,197.06023663099995,4
34,197.01383444700002,4
29,191.84796485000004,4
22,196.455254148,4
16,187.756811082,4
8,197.071735312,4
4,195.63541270899998,4
25,197.32835979999993,4
18,196.999557782,4
3,197.45539555300002,4
14,192.52691192199995,4
11,191.105364077,4
13,198.67083342500007,4
1,191.84856773699994,4
12,189.613181984,4
37,198.09774521099996,4
2,196.75526013599995,4
7,194.29588349000005,4
19,191.449746828,4
23,192.0228559530001,4
26,194.54964978700002,4
39,197.1953322290001,4
36,197.93120832900001,4
6,197.670706043,4
33,197.89575326599993,4
35,189.16662679900003,4
32,192.28465339399997,4
9,191.242433764,4
24,189.8055391339999,4
38,197.26496591,4
21,197.901539017,4
5,192.04754133100005,4
0,198.73282411599996,4
17,195.64001602899998,5
36,198.83459067500007,5
18,198.43931247399996,5
34,191.36301410300007,5
0,199.494907486,5
14,199.32691724900008,5
26,186.33813351799995,5
23,193.17987194900002,5
7,195.047806455,5
25,198.04529837299992,5
32,199.14288145700016,5
4,194.79553727899986,5
33,192.63255653599992,5
28,190.82022026000004,5
9,189.85487565200003,5
30,197.65196131000005,5
37,192.48274470800004,5
35,189.23498166800005,5
8,197.74209851400008,5
31,194.82680506099996,5
10,194.62574524499996,5
29,197.7373019470001,5
38,197.8611971240001,5
20,198.52442259600002,5
39,198.28939082600004,5
19,192.32125583799996,5
27,198.24001057399994,5
11,198.63461171500012,5
6,191.9359261069999,5
24,190.48966176300007,5
13,198.7027450989999,5
3,192.28088430800005,5
16,189.74433476500008,5
15,199.9983906519999,5
21,199.72460069099986,5
2,191.38597325900002,5
12,198.50164533400005,5
5,191.97218970100005,5
1,197.53385403400011,5
22,191.900194017,5
