RSU,TIME,ROUND
1,135.20982010199998,1
3,136.925513497,1
2,135.001128343,1
0,136.737984095,1
5,137.02561929299998,1
4,136.200405199,1
2,138.72414651100001,2
1,138.62030838500002,2
4,133.07367295699999,2
5,140.45528203799998,2
3,140.134973891,2
0,139.697477571,2
2,140.65996115399997,3
0,141.93034937600004,3
1,141.035414227,3
3,142.45687413000002,3
5,142.799567998,3
4,142.13804290999997,3
4,143.00585220600004,4
2,140.98852469599996,4
5,143.71617090400002,4
0,142.63355317499997,4
1,141.86600526300003,4
3,143.44170055800004,4
5,141.34664203399996,5
3,140.88984829499998,5
1,132.8424383140001,5
2,138.486460771,5
4,140.86306655600004,5
0,140.22981919400002,5
